id;grupo_long;grupo_lat;lon_minima;lon_maxima;lat_minima;lat_maxima;ccentro_lon;ccentro_lat;pcentro_lon;pcentro_lat;cant_puntos;cant_vehiculos;vel_min;vel_max;vel_prom;tiempo;grupo;ciclo
9049;71;68;12,501;12,5013;41,9001;41,9004;12,50115;41,90025;12,50102472;41,90011406;4;2;2,44;2,63;3;12/2/2014 12:28;1;10
8916;72;67;12,5013;12,5016;41,8998;41,9001;12,50145;41,89995;12,50143923;41,89986618;12;2;2,71;2,89;3;12/2/2014 12:28;1;10
11849;57;89;12,4968;12,4971;41,9064;41,9067;12,49695;41,90655;12,4970541;41,90660898;6;1;0,67;53;13;12/2/2014 12:28;1;10
10597;11;80;12,483;12,4833;41,9037;41,904;12,48315;41,90385;12,48321268;41,90391021;7;1;8,81;21,41;15;12/2/2014 12:28;1;10
16401;53;123;12,4956;12,4959;41,9166;41,9169;12,49575;41,91675;12,49575399;41,9167659;9;1;2,92;34,05;13;12/2/2014 12:29;1;10
15462;52;116;12,4953;12,4956;41,9145;41,9148;12,49545;41,91465;12,49545849;41,91474144;8;1;12,81;16,29;14;12/2/2014 12:29;1;10
10733;13;81;12,4836;12,4839;41,904;41,9043;12,48375;41,90415;12,48388004;41,90428925;5;1;8,5;17,57;13;12/2/2014 12:29;1;10
10735;15;81;12,4842;12,4845;41,904;41,9043;12,48435;41,90415;12,48420262;41,90402031;5;1;8,57;17,67;13;12/2/2014 12:29;1;10
10998;10;83;12,4827;12,483;41,9046;41,9049;12,48285;41,90475;12,48294055;41,90475742;12;1;7;7,64;7;12/2/2014 12:29;1;10
15727;49;118;12,4944;12,4947;41,9151;41,9154;12,49455;41,91525;12,49455956;41,91520222;8;1;11,43;12,05;12;12/2/2014 12:29;1;10
15594;50;117;12,4947;12,495;41,9148;41,9151;12,49485;41,91495;12,49485943;41,91502698;7;1;12,1;12,38;12;12/2/2014 12:29;1;10
15461;51;116;12,495;12,4953;41,9145;41,9148;12,49515;41,91465;12,49529945;41,91478221;1;1;12,76;12,76;13;12/2/2014 12:29;1;10
15595;51;117;12,495;12,4953;41,9148;41,9151;12,49515;41,91495;12,49513944;41,91487122;7;1;12,43;12,72;13;12/2/2014 12:29;1;10
10372;54;78;12,4959;12,4962;41,9031;41,9034;12,49605;41,90325;12,49613906;41,90316917;19;1;0,33;1;1;12/2/2014 12:29;1;10
11133;11;84;12,483;12,4833;41,9049;41,9052;12,48315;41,90505;12,48309994;41,90490723;1;1;7,71;7,71;8;12/2/2014 12:29;1;10
15374;98;115;12,5091;12,5094;41,9142;41,9145;12,50925;41,91435;12,50913562;41,91449818;2;2;5,84;12,69;9;12/2/2014 12:29;1;10
15509;99;116;12,5094;12,5097;41,9145;41,9148;12,50955;41,91465;12,50949063;41,9147385;8;2;5,79;12,71;9;12/2/2014 12:29;1;10
15780;102;118;12,5103;12,5106;41,9151;41,9154;12,51045;41,91525;12,51038342;41,91534348;10;2;5,47;12,85;9;12/2/2014 12:29;1;10
16051;105;120;12,5112;12,5115;41,9157;41,916;12,51135;41,91585;12,51125077;41,91595514;6;2;5,35;12,9;9;12/2/2014 12:29;1;10
16400;52;123;12,4953;12,4956;41,9166;41,9169;12,49545;41,91675;12,49552774;41,91667108;4;1;3,23;3,38;3;12/2/2014 12:29;1;10
16535;53;124;12,4956;12,4959;41,9169;41,9172;12,49575;41,91705;12,49586296;41,91694394;3;1;2,77;2,87;3;12/2/2014 12:29;1;10
11960;34;90;12,4899;12,4902;41,9067;41,907;12,49005;41,90685;12,49016953;41,90699005;6;3;0,14;3,33;1;12/2/2014 12:29;1;10
16670;54;125;12,4959;12,4962;41,9172;41,9175;12,49605;41,91735;12,49619944;41,91722623;1;1;0,81;0,81;1;12/2/2014 12:29;1;10
16671;55;125;12,4962;12,4965;41,9172;41,9175;12,49635;41,91735;12,49631702;41,91736894;7;1;0,46;0,76;1;12/2/2014 12:29;1;10
16805;55;126;12,4962;12,4965;41,9175;41,9178;12,49635;41,91765;12,496464;41,91754734;3;1;0,3;0,4;0;12/2/2014 12:29;1;10
16322;108;122;12,5121;12,5124;41,9163;41,9166;12,51225;41,91645;12,51217202;41,91656303;6;2;4,74;18,04;11;12/2/2014 12:29;1;10
9853;71;74;12,501;12,5013;41,9019;41,9022;12,50115;41,90205;12,5011258;41,90201672;11;2;6,75;21,12;15;12/2/2014 12:29;1;10
7522;18;57;12,4851;12,4854;41,8968;41,8971;12,48525;41,89695;12,48524471;41,89693987;11;1;0,8;42;16;12/2/2014 12:29;1;10
16592;110;124;12,5127;12,513;41,9169;41,9172;12,51285;41,91705;12,51284573;41,91703224;16;2;4,17;21,69;13;12/2/2014 12:29;1;10
12094;34;91;12,4899;12,4902;41,907;41,9073;12,49005;41,90715;12,49005036;41,90716716;50;3;0,11;25,4;3;12/2/2014 12:29;1;10
12229;35;92;12,4902;12,4905;41,9073;41,9076;12,49035;41,90745;12,49036145;41,90750045;42;2;0,01;3;1;12/2/2014 12:29;1;10
16593;111;124;12,513;12,5133;41,9169;41,9172;12,51315;41,91705;12,51304017;41,91716576;4;2;4,15;21,83;13;12/2/2014 12:29;1;10
10205;21;77;12,486;12,4863;41,9028;41,9031;12,48615;41,90295;12,48616902;41,90292489;12;3;0,13;25,2;14;12/2/2014 12:29;1;10
9449;69;71;12,5004;12,5007;41,901;41,9013;12,50055;41,90115;12,50054228;41,90106476;11;1;0,28;6;4;12/2/2014 12:29;1;10
11561;37;87;12,4908;12,4911;41,9058;41,9061;12,49095;41,90595;12,49094923;41,90589954;35;3;0,37;18,84;4;12/2/2014 12:29;1;10
13577;43;102;12,4926;12,4929;41,9103;41,9106;12,49275;41,91045;12,49289893;41,91058954;3;1;15;17;16;12/2/2014 12:29;1;10
9949;33;75;12,4896;12,4899;41,9022;41,9025;12,48975;41,90235;12,48982986;41,902469;3;1;12,5;12,57;13;12/2/2014 12:29;1;10
10083;33;76;12,4896;12,4899;41,9025;41,9028;12,48975;41,90265;12,48968832;41,90254691;4;1;12,6;12,81;13;12/2/2014 12:29;1;10
9950;34;75;12,4899;12,4902;41,9022;41,9025;12,49005;41,90235;12,49004994;41,90234749;8;1;12,25;12,47;12;12/2/2014 12:29;1;10
9817;35;74;12,4902;12,4905;41,9019;41,9022;12,49035;41,90205;12,49041007;41,90214864;4;1;12,03;12,13;12;12/2/2014 12:29;1;10
