id;grupo_long;grupo_lat;lon_minima;lon_maxima;lat_minima;lat_maxima;ccentro_lon;ccentro_lat;pcentro_lon;pcentro_lat;cant_puntos;cant_vehiculos;vel_min;vel_max;vel_prom;tiempo;grupo;ciclo
15643;99;117;12,5094;12,5097;41,9148;41,9151;12,50955;41,91495;12,50956392;41,91494251;17;1;6,97;16,65;12;12/2/2014 12:37;1;13
13900;98;104;12,5091;12,5094;41,9109;41,9112;12,50925;41,91105;12,50935527;41,91105216;7;1;11,7;12,35;12;12/2/2014 12:37;1;13
15373;97;115;12,5088;12,5091;41,9142;41,9145;12,50895;41,91435;12,50893619;41,9144039;11;1;10,14;16,5;12;12/2/2014 12:37;1;13
9968;52;75;12,4953;12,4956;41,9022;41,9025;12,49545;41,90235;12,49556353;41,90224637;15;4;1,35;12,53;5;12/2/2014 12:37;1;13
15644;100;117;12,5097;12,51;41,9148;41,9151;12,50985;41,91495;12,50984332;41,91500718;10;1;10,08;16,66;11;12/2/2014 12:37;1;13
14034;98;105;12,5091;12,5094;41,9112;41,9115;12,50925;41,91135;12,50918325;41,9112517;3;1;11,48;11,65;12;12/2/2014 12:37;1;13
15372;96;115;12,5085;12,5088;41,9142;41,9145;12,50865;41,91435;12,50864102;41,91434983;17;1;6,64;16,49;11;12/2/2014 12:37;1;13
14033;97;105;12,5088;12,5091;41,9112;41,9115;12,50895;41,91135;12,50899299;41,91137886;6;1;11,04;11,37;11;12/2/2014 12:37;1;13
14167;97;106;12,5088;12,5091;41,9115;41,9118;12,50895;41,91165;12,5090436;41,91164562;7;1;11;11,03;11;12/2/2014 12:37;1;13
14302;98;107;12,5091;12,5094;41,9118;41,9121;12,50925;41,91195;12,50917362;41,91193553;7;1;10,97;11;11;12/2/2014 12:37;1;13
14436;98;108;12,5091;12,5094;41,9121;41,9124;12,50925;41,91225;12,50931292;41,91224639;8;1;10,93;10,96;11;12/2/2014 12:37;1;13
14570;98;109;12,5091;12,5094;41,9124;41,9127;12,50925;41,91255;12,50939651;41,91243617;1;1;10,92;10,92;11;12/2/2014 12:37;1;13
14571;99;109;12,5094;12,5097;41,9124;41,9127;12,50955;41,91255;12,50946152;41,91258748;6;1;10,89;10,92;11;12/2/2014 12:37;1;13
14705;99;110;12,5094;12,5097;41,9127;41,913;12,50955;41,91285;12,50958225;41,9128685;7;1;10,86;10,89;11;12/2/2014 12:37;1;13
14839;99;111;12,5094;12,5097;41,913;41,9133;12,50955;41,91315;12,50967512;41,91308467;3;1;10,84;10,85;11;12/2/2014 12:37;1;13
14840;100;111;12,5097;12,51;41,913;41,9133;12,50985;41,91315;12,50973048;41,9132309;4;1;10,72;10,84;11;12/2/2014 12:37;1;13
9718;70;73;12,5007;12,501;41,9016;41,9019;12,50085;41,90175;12,5009036;41,90180528;43;2;0,89;12,15;3;12/2/2014 12:37;1;13
15507;97;116;12,5088;12,5091;41,9145;41,9148;12,50895;41,91465;12,50898169;41,91462877;13;1;6,92;16,53;11;12/2/2014 12:37;1;13
15778;100;118;12,5097;12,51;41,9151;41,9154;12,50985;41,91525;12,5098769;41,91523371;13;1;6,99;16,7;11;12/2/2014 12:37;1;13
15238;96;114;12,5085;12,5088;41,9139;41,9142;12,50865;41,91405;12,50871055;41,91412913;6;1;10,17;10,4;10;12/2/2014 12:37;1;13
15105;97;113;12,5088;12,5091;41,9136;41,9139;12,50895;41,91375;12,50902987;41,91385841;3;1;10,44;10,45;10;12/2/2014 12:37;1;13
15239;97;114;12,5088;12,5091;41,9139;41,9142;12,50895;41,91405;12,50888766;41,91397455;5;1;10,41;10,43;10;12/2/2014 12:37;1;13
14972;98;112;12,5091;12,5094;41,9133;41,9136;12,50925;41,91345;12,50936868;41,91358164;2;1;10,5;10,51;11;12/2/2014 12:37;1;13
15106;98;113;12,5091;12,5094;41,9136;41,9139;12,50925;41,91375;12,50920762;41,91371324;7;1;10,46;10,49;10;12/2/2014 12:37;1;13
15374;98;115;12,5091;12,5094;41,9142;41,9145;12,50925;41,91435;12,50913562;41,91449818;1;1;10,14;10,14;10;12/2/2014 12:37;1;13
14973;99;112;12,5094;12,5097;41,9133;41,9136;12,50955;41,91345;12,5095573;41,91342693;8;1;10,52;10,61;11;12/2/2014 12:37;1;13
15509;99;116;12,5094;12,5097;41,9145;41,9148;12,50955;41,91465;12,50949063;41,9147385;4;1;10,11;10,11;10;12/2/2014 12:37;1;13
15780;102;118;12,5103;12,5106;41,9151;41,9154;12,51045;41,91525;12,51038342;41,91534348;5;1;9,93;9,94;10;12/2/2014 12:37;1;13
16051;105;120;12,5112;12,5115;41,9157;41,916;12,51135;41,91585;12,51125077;41,91595514;3;1;9,86;9,87;10;12/2/2014 12:37;1;13
16322;108;122;12,5121;12,5124;41,9163;41,9166;12,51225;41,91645;12,51217202;41,91656303;3;1;9,52;9,54;10;12/2/2014 12:38;1;13
16592;110;124;12,5127;12,513;41,9169;41,9172;12,51285;41,91705;12,51284573;41,91703224;8;1;9,21;9,25;9;12/2/2014 12:38;1;13
16593;111;124;12,513;12,5133;41,9169;41,9172;12,51315;41,91705;12,51304017;41,91716576;2;1;9,2;9,21;9;12/2/2014 12:38;1;13
16321;107;122;12,5118;12,5121;41,9163;41,9166;12,51195;41,91645;12,51193491;41,91648565;18;1;0,04;17,43;9;12/2/2014 12:38;1;13
15913;101;119;12,51;12,5103;41,9154;41,9157;12,51015;41,91555;12,51019014;41,9154862;8;1;7,21;16,93;8;12/2/2014 12:38;1;13
9312;66;70;12,4995;12,4998;41,9007;41,901;12,49965;41,90085;12,49965652;41,90092214;6;1;3,86;3,9;4;12/2/2014 12:38;1;13
9179;67;69;12,4998;12,5001;41,9004;41,9007;12,49995;41,90055;12,5000596;41,90068436;2;1;3,94;3,94;4;12/2/2014 12:38;1;13
9313;67;70;12,4998;12,5001;41,9007;41,901;12,49995;41,90085;12,49990639;41,90077606;5;1;3,9;3,93;4;12/2/2014 12:38;1;13
16455;107;123;12,5118;12,5121;41,9166;41,9169;12,51195;41,91675;12,51198075;41,9166695;11;1;0,08;17,45;8;12/2/2014 12:38;1;13
9445;65;71;12,4992;12,4995;41,901;41,9013;12,49935;41,90115;12,49934973;41,90111542;7;1;3,69;3,83;4;12/2/2014 12:38;1;13
15642;98;117;12,5091;12,5094;41,9148;41,9151;12,50925;41,91495;12,50929776;41,91487712;8;1;6,95;16,58;8;12/2/2014 12:38;1;13
6509;77;49;12,5028;12,5031;41,8944;41,8947;12,50295;41,89455;12,50286469;41,89454308;5;1;1;4,3;3;12/2/2014 12:38;1;13
9444;64;71;12,4989;12,4992;41,901;41,9013;12,49905;41,90115;12,49916967;41,9012591;3;1;3,62;3,67;4;12/2/2014 12:38;1;13
9578;64;72;12,4989;12,4992;41,9013;41,9016;12,49905;41,90145;12,49902534;41,90145166;7;1;3,5;3,6;4;12/2/2014 12:38;1;13
9712;64;73;12,4989;12,4992;41,9016;41,9019;12,49905;41,90175;12,49890995;41,90164948;1;1;3,48;3,48;3;12/2/2014 12:38;1;13
16048;102;120;12,5103;12,5106;41,9157;41,916;12,51045;41,91585;12,51052515;41,91572857;3;1;7,3;7,31;7;12/2/2014 12:38;1;13
