id;grupo_long;grupo_lat;lon_minima;lon_maxima;lat_minima;lat_maxima;ccentro_lon;ccentro_lat;pcentro_lon;pcentro_lat;cant_puntos;cant_vehiculos;vel_min;vel_max;vel_prom;tiempo;grupo;ciclo
12760;30;96;12,4887;12,489;41,9085;41,9088;12,48885;41,90865;12,48890508;41,90865711;21;2;5,2;21,11;13;12/2/2014 12:52;1;18
16658;42;125;12,4923;12,4926;41,9172;41,9175;12,49245;41,91735;12,49247719;41,91734037;16;1;0,33;24,08;12;12/2/2014 12:52;1;18
11827;35;89;12,4902;12,4905;41,9064;41,9067;12,49035;41,90655;12,49029342;41,90652686;42;3;0,03;25,29;11;12/2/2014 12:52;1;18
13026;28;98;12,4881;12,4884;41,9091;41,9094;12,48825;41,90925;12,48833974;41,90932592;3;1;12,82;13,36;13;12/2/2014 12:52;1;18
9938;22;75;12,4863;12,4866;41,9022;41,9025;12,48645;41,90235;12,48643447;41,90227632;27;3;2,04;32,86;11;12/2/2014 12:52;1;18
11172;50;84;12,4947;12,495;41,9049;41,9052;12,49485;41,90505;12,49497642;41,90492533;8;3;0,9;37,57;16;12/2/2014 12:52;1;18
11173;51;84;12,495;12,4953;41,9049;41,9052;12,49515;41,90505;12,49515096;41,90504001;28;3;0,89;37,59;16;12/2/2014 12:52;1;18
11174;52;84;12,4953;12,4956;41,9049;41,9052;12,49545;41,90505;12,49534988;41,90516472;12;3;0,88;37,61;16;12/2/2014 12:52;1;18
9785;3;74;12,4806;12,4809;41,9019;41,9022;12,48075;41,90205;12,48065939;41,90199973;24;1;0,01;2;1;12/2/2014 12:52;1;18
5093;1;39;12,48;12,4803;41,8914;41,8917;12,48015;41,89155;12,48029308;41,89156199;12;3;8,44;30,3;16;12/2/2014 12:52;1;18
11037;49;83;12,4944;12,4947;41,9046;41,9049;12,49455;41,90475;12,49460306;41,90467559;23;3;0,91;37,56;16;12/2/2014 12:52;1;18
2087;77;16;12,5028;12,5031;41,8845;41,8848;12,50295;41,88465;12,50304314;41,88466415;6;1;14;17,33;16;12/2/2014 12:52;1;18
10346;28;78;12,4881;12,4884;41,9031;41,9034;12,48825;41,90325;12,4882904;41,90329022;37;2;0,12;13,69;5;12/2/2014 12:52;1;18
12894;30;97;12,4887;12,489;41,9088;41,9091;12,48885;41,90895;12,48874122;41,90888458;12;2;5,84;13,9;11;12/2/2014 12:52;1;18
16521;39;124;12,4914;12,4917;41,9169;41,9172;12,49155;41,91705;12,49153341;41,91701589;16;1;0,18;20,33;10;12/2/2014 12:52;1;18
16388;40;123;12,4917;12,492;41,9166;41,9169;12,49185;41,91675;12,49187575;41,91684529;14;1;0,23;19,57;10;12/2/2014 12:52;1;18
10902;48;82;12,4941;12,4944;41,9043;41,9046;12,49425;41,90445;12,49430763;41,90444632;36;3;0,92;37,54;16;12/2/2014 12:52;1;18
2221;77;17;12,5028;12,5031;41,8848;41,8851;12,50295;41,88495;12,5030153;41,88494797;6;1;10;13,33;12;12/2/2014 12:52;1;18
10208;24;77;12,4869;12,4872;41,9028;41,9031;12,48705;41,90295;12,48709649;41,90292366;14;1;7,31;9,85;9;12/2/2014 12:52;1;18
10209;25;77;12,4872;12,4875;41,9028;41,9031;12,48735;41,90295;12,48735872;41,90301986;14;1;7,44;9,88;9;12/2/2014 12:52;1;18
10210;26;77;12,4875;12,4878;41,9028;41,9031;12,48765;41,90295;12,48763229;41,9030795;10;1;7,53;9,91;9;12/2/2014 12:52;1;18
16522;40;124;12,4917;12,492;41,9169;41,9172;12,49185;41,91705;12,49171434;41,91691408;2;1;0,22;18,17;9;12/2/2014 12:52;1;18
10074;24;76;12,4869;12,4872;41,9025;41,9028;12,48705;41,90265;12,48715409;41,90272474;8;1;7,21;9,81;9;12/2/2014 12:52;1;18
12893;29;97;12,4884;12,4887;41,9088;41,9091;12,48855;41,90895;12,48863241;41,90903107;14;2;5,94;15;12;12/2/2014 12:52;1;18
10075;25;76;12,4872;12,4875;41,9025;41,9028;12,48735;41,90265;12,48722696;41,90258121;6;1;7,14;9,79;8;12/2/2014 12:52;1;18
10195;11;77;12,483;12,4833;41,9028;41,9031;12,48315;41,90295;12,48323068;41,90297064;12;2;0,23;4,25;1;12/2/2014 12:52;1;18
13027;29;98;12,4884;12,4887;41,9091;41,9094;12,48855;41,90925;12,48853968;41,90922187;17;2;6,07;13,66;10;12/2/2014 12:52;1;18
9649;1;73;12,48;12,4803;41,9016;41,9019;12,48015;41,90175;12,4801115;41,90178065;16;3;0,92;13,27;4;12/2/2014 12:52;1;18
10071;21;76;12,486;12,4863;41,9025;41,9028;12,48615;41,90265;12,48621988;41,9026432;14;1;4,96;9,28;7;12/2/2014 12:52;1;18
11557;33;87;12,4896;12,4899;41,9058;41,9061;12,48975;41,90595;12,48973074;41,90599187;13;1;5,84;9,28;8;12/2/2014 12:52;1;18
16520;38;124;12,4911;12,4914;41,9169;41,9172;12,49125;41,91705;12,4913078;41,9171455;10;1;0,15;21,85;11;12/2/2014 12:52;1;18
11426;36;86;12,4905;12,4908;41,9055;41,9058;12,49065;41,90565;12,49065948;41,90568953;16;1;6,54;12,81;9;12/2/2014 12:52;1;18
