id;grupo_long;grupo_lat;lon_minima;lon_maxima;lat_minima;lat_maxima;ccentro_lon;ccentro_lat;pcentro_lon;pcentro_lat;cant_puntos;cant_vehiculos;vel_min;vel_max;vel_prom;tiempo;grupo;ciclo
15230;88;114;12,5061;12,5064;41,9139;41,9142;12,50625;41,91405;12,50613942;41,91418031;1;1;7,8;7,8;8;12/2/2014 12:31;1;11
15364;88;115;12,5061;12,5064;41,9142;41,9145;12,50625;41,91435;12,50627941;41,91426905;6;1;7,67;7,78;8;12/2/2014 12:31;1;11
15500;90;116;12,5067;12,507;41,9145;41,9148;12,50685;41,91465;12,50685478;41,91463507;7;1;7,04;7,14;7;12/2/2014 12:31;1;11
15501;91;116;12,507;12,5073;41,9145;41,9148;12,50715;41,91465;12,50705006;41,91476132;3;1;6,98;7,02;7;12/2/2014 12:31;1;11
15635;91;117;12,507;12,5073;41,9148;41,9151;12,50715;41,91495;12,50720628;41,91486231;5;1;6,89;6,96;7;12/2/2014 12:31;1;11
14829;89;111;12,5064;12,5067;41,913;41,9133;12,50655;41,91315;12,5065728;41,91308281;12;1;1,51;10,96;6;12/2/2014 12:31;1;11
10505;53;79;12,4956;12,4959;41,9034;41,9037;12,49575;41,90355;12,49583483;41,90345001;27;4;0,61;27,95;5;12/2/2014 12:31;1;11
13993;57;105;12,4968;12,4971;41,9112;41,9115;12,49695;41,91135;12,49693668;41,91132234;12;1;1;22;9;12/2/2014 12:31;1;11
3623;5;28;12,4812;12,4815;41,8881;41,8884;12,48135;41,88825;12,48131681;41,88825846;9;1;1,36;15;10;12/2/2014 12:31;1;11
9577;63;72;12,4986;12,4989;41,9013;41,9016;12,49875;41,90145;12,49882698;41,90151433;5;1;11,1;11,3;11;12/2/2014 12:31;1;11
356;88;3;12,5061;12,5064;41,8806;41,8809;12,50625;41,88075;12,50636005;41,8806076;1;1;5;5;5;12/2/2014 12:31;1;11
12470;8;94;12,4821;12,4824;41,9079;41,9082;12,48225;41,90805;12,48225858;41,90807455;22;2;5;34;12;12/2/2014 12:31;1;11
11936;10;90;12,4827;12,483;41,9067;41,907;12,48285;41,90685;12,48296636;41,90693484;11;2;5;29,2;14;12/2/2014 12:31;1;11
11669;11;88;12,483;12,4833;41,9061;41,9064;12,48315;41,90625;12,483247;41,90625397;18;2;5;31;15;12/2/2014 12:31;1;11
9034;56;68;12,4965;12,4968;41,9001;41,9004;12,49665;41,90025;12,49650455;41,90013838;1;1;15,75;15,75;16;12/2/2014 12:31;1;11
14964;90;112;12,5067;12,507;41,9133;41,9136;12,50685;41,91345;12,5069978;41,9133228;1;1;3,3;3,3;3;12/2/2014 12:31;1;11
11261;5;85;12,4812;12,4815;41,9052;41,9055;12,48135;41,90535;12,48130414;41,9054165;20;1;5;27;15;12/2/2014 12:31;1;11
12367;39;93;12,4914;12,4917;41,9076;41,9079;12,49155;41,90775;12,4915393;41,90782682;49;3;0,16;5,46;3;12/2/2014 12:31;1;11
14424;86;108;12,5055;12,5058;41,9121;41,9124;12,50565;41,91225;12,50557819;41,91236031;4;1;0,17;0,24;0;12/2/2014 12:31;1;11
14558;86;109;12,5055;12,5058;41,9124;41,9127;12,50565;41,91255;12,50572816;41,91246045;4;1;0,26;0,33;0;12/2/2014 12:31;1;11
14559;87;109;12,5058;12,5061;41,9124;41,9127;12,50595;41,91255;12,50593413;41,91259898;7;1;0,36;0,51;0;12/2/2014 12:31;1;11
14693;87;110;12,5058;12,5061;41,9127;41,913;12,50595;41,91285;12,50608368;41,91270065;1;1;0,53;0,53;1;12/2/2014 12:31;1;11
14694;88;110;12,5061;12,5064;41,9127;41,913;12,50625;41,91285;12,50625191;41,91281509;8;1;0,56;0,73;1;12/2/2014 12:31;1;11
11537;13;87;12,4836;12,4839;41,9058;41,9061;12,48375;41,90595;12,48370278;41,90591462;21;2;1,25;17,67;10;12/2/2014 12:31;1;11
14423;85;108;12,5052;12,5055;41,9121;41,9124;12,50535;41,91225;12,50535318;41,91220999;8;1;0,02;10,5;2;12/2/2014 12:31;1;11
11803;11;89;12,483;12,4833;41,9064;41,9067;12,48315;41,90655;12,4831331;41,90653352;21;2;5;29,92;15;12/2/2014 12:31;1;11
11937;11;90;12,483;12,4833;41,9067;41,907;12,48315;41,90685;12,48303615;41,90677045;12;2;5;29,4;15;12/2/2014 12:31;1;11
9444;64;71;12,4989;12,4992;41,901;41,9013;12,49905;41,90115;12,49912098;41,90120724;14;1;1,15;33,85;13;12/2/2014 12:31;1;11
9311;65;70;12,4992;12,4995;41,9007;41,901;12,49935;41,90085;12,49942211;41,90093978;4;1;9,17;9,34;9;12/2/2014 12:31;1;11
9711;63;73;12,4986;12,4989;41,9016;41,9019;12,49875;41,90175;12,49872979;41,90174783;20;1;0,13;30,99;15;12/2/2014 12:31;1;11
12636;40;95;12,4917;12,492;41,9082;41,9085;12,49185;41,90835;12,49185237;41,90834022;32;1;0,81;2,6;2;12/2/2014 12:31;1;11
12770;40;96;12,4917;12,492;41,9085;41,9088;12,49185;41,90865;12,4917275;41,90853333;8;1;0,88;2,56;2;12/2/2014 12:31;1;11
11172;50;84;12,4947;12,495;41,9049;41,9052;12,49485;41,90505;12,49498072;41,90492738;29;5;0,26;24,15;4;12/2/2014 12:31;1;11
357;89;3;12,5064;12,5067;41,8806;41,8809;12,50655;41,88075;12,506455;41,8806;1;1;3;3;3;12/2/2014 12:31;1;11
11579;55;87;12,4962;12,4965;41,9058;41,9061;12,49635;41,90595;12,49638132;41,90587884;11;1;10;17,54;15;12/2/2014 12:31;1;11
9578;64;72;12,4989;12,4992;41,9013;41,9016;12,49905;41,90145;12,49900369;41,90142797;19;1;0,51;32,81;15;12/2/2014 12:31;1;11
12769;39;96;12,4914;12,4917;41,9085;41,9088;12,49155;41,90865;12,49157361;41,90867748;32;1;0,89;2,55;1;12/2/2014 12:31;1;11
12502;40;94;12,4917;12,492;41,9079;41,9082;12,49185;41,90805;12,49189556;41,9079712;36;3;0,27;5,38;2;12/2/2014 12:31;1;11
10769;49;81;12,4944;12,4947;41,904;41,9043;12,49455;41,90415;12,4945285;41,90417688;128;4;0,03;23,75;4;12/2/2014 12:31;1;11
10104;54;76;12,4959;12,4962;41,9025;41,9028;12,49605;41,90265;12,49597367;41,9026232;109;4;0,53;30,47;6;12/2/2014 12:31;1;11
