id;grupo_long;grupo_lat;lon_minima;lon_maxima;lat_minima;lat_maxima;ccentro_lon;ccentro_lat;pcentro_lon;pcentro_lat;cant_puntos;cant_vehiculos;vel_min;vel_max;vel_prom;tiempo;grupo;ciclo
10385;67;78;12,4998;12,5001;41,9031;41,9034;12,49995;41,90325;12,49999114;41,90332727;5;1;8,39;8,39;8;12/2/2014 12:35;1;12
10519;67;79;12,4998;12,5001;41,9034;41,9037;12,49995;41,90355;12,49984304;41,90344485;3;1;8,38;8,39;8;12/2/2014 12:35;1;12
9382;2;71;12,4803;12,4806;41,901;41,9013;12,48045;41,90115;12,48037455;41,90111343;26;3;0,33;16,17;6;12/2/2014 12:35;1;12
10661;75;80;12,5022;12,5025;41,9037;41,904;12,50235;41,90385;12,50232332;41,90389448;24;2;9,4;23,4;15;12/2/2014 12:35;1;12
7704;66;58;12,4995;12,4998;41,8971;41,8974;12,49965;41,89725;12,49960527;41,89717423;25;2;0,41;24,62;15;12/2/2014 12:35;1;12
12826;96;96;12,5085;12,5088;41,9085;41,9088;12,50865;41,90865;12,50864196;41,90864468;7;1;7,75;12,25;10;12/2/2014 12:35;1;12
9791;9;74;12,4824;12,4827;41,9019;41,9022;12,48255;41,90205;12,48254665;41,90206718;12;2;1,7;5,6;4;12/2/2014 12:35;1;12
9792;10;74;12,4827;12,483;41,9019;41,9022;12,48285;41,90205;12,48284636;41,90214043;14;2;1,78;5,62;4;12/2/2014 12:35;1;12
9793;11;74;12,483;12,4833;41,9019;41,9022;12,48315;41,90205;12,48305106;41,90219021;4;2;1,79;5,63;4;12/2/2014 12:35;1;12
9927;11;75;12,483;12,4833;41,9022;41,9025;12,48315;41,90235;12,48318753;41,9022234;8;2;1,79;5,63;4;12/2/2014 12:35;1;12
9928;12;75;12,4833;12,4836;41,9022;41,9025;12,48345;41,90235;12,48343773;41,90228424;14;2;1,8;5,65;4;12/2/2014 12:35;1;12
9929;13;75;12,4836;12,4839;41,9022;41,9025;12,48375;41,90235;12,48376029;41,90236703;14;2;1,81;5,7;4;12/2/2014 12:35;1;12
95;95;1;12,5082;12,5085;41,88;41,8803;12,50835;41,88015;12,50840791;41,88019139;20;1;1,5;9,2;5;12/2/2014 12:35;1;12
10928;74;82;12,5019;12,5022;41,9043;41,9046;12,50205;41,90445;12,5020566;41,90449753;15;2;8,75;17,66;13;12/2/2014 12:35;1;12
4693;3;36;12,4806;12,4809;41,8905;41,8908;12,48075;41,89065;12,48065071;41,8906234;11;2;6,7;26,7;16;12/2/2014 12:35;1;12
9991;75;75;12,5022;12,5025;41,9022;41,9025;12,50235;41,90235;12,5023167;41,90240563;8;1;0,5;9,77;8;12/2/2014 12:35;1;12
9930;14;75;12,4839;12,4842;41,9022;41,9025;12,48405;41,90235;12,48406962;41,90243924;12;2;1,88;5,75;4;12/2/2014 12:35;1;12
9931;15;75;12,4842;12,4845;41,9022;41,9025;12,48435;41,90235;12,48426134;41,90248593;4;2;1,94;5,76;4;12/2/2014 12:35;1;12
10065;15;76;12,4842;12,4845;41,9025;41,9028;12,48435;41,90265;12,48439503;41,90251923;8;2;1,94;5,77;4;12/2/2014 12:35;1;12
10066;16;76;12,4845;12,4848;41,9025;41,9028;12,48465;41,90265;12,48464161;41,90257996;14;2;1,95;5,79;4;12/2/2014 12:35;1;12
10067;17;76;12,4848;12,4851;41,9025;41,9028;12,48495;41,90265;12,48494105;41,90265014;12;2;1,97;5,81;4;12/2/2014 12:35;1;12
10654;68;80;12,5001;12,5004;41,9037;41,904;12,50025;41,90385;12,50032437;41,90394306;4;1;8,17;8,18;8;12/2/2014 12:35;1;12
10655;69;80;12,5004;12,5007;41,9037;41,904;12,50055;41,90385;12,50050763;41,90379365;6;1;8,16;8,17;8;12/2/2014 12:35;1;12
10389;71;78;12,501;12,5013;41,9031;41,9034;12,50115;41,90325;12,50115639;41,90327406;8;1;8,05;8,08;8;12/2/2014 12:35;1;12
10390;72;78;12,5013;12,5016;41,9031;41,9034;12,50145;41,90325;12,50133822;41,90312343;2;1;8,03;8,03;8;12/2/2014 12:35;1;12
10068;18;76;12,4851;12,4854;41,9025;41,9028;12,48525;41,90265;12,48523923;41,90272477;14;2;2;5,84;4;12/2/2014 12:35;1;12
10205;21;77;12,486;12,4863;41,9028;41,9031;12,48615;41,90295;12,48620701;41,90290128;13;4;0,43;32,65;8;12/2/2014 12:35;1;12
10927;73;82;12,5016;12,5019;41,9043;41,9046;12,50175;41,90445;12,50184949;41,90433629;9;2;8,71;14,38;12;12/2/2014 12:35;1;12
10479;27;79;12,4878;12,4881;41,9034;41,9037;12,48795;41,90355;12,48796695;41,90344864;57;4;0,24;29,38;12;12/2/2014 12:35;1;12
7703;65;58;12,4992;12,4995;41,8971;41,8974;12,49935;41,89725;12,49942128;41,89733378;18;2;0,34;24,27;14;12/2/2014 12:35;1;12
10796;76;81;12,5025;12,5028;41,904;41,9043;12,50265;41,90415;12,5026571;41,90409438;12;2;9,36;22,07;16;12/2/2014 12:35;1;12
12825;95;96;12,5082;12,5085;41,9085;41,9088;12,50835;41,90865;12,508496;41,908791;1;1;7;7;7;12/2/2014 12:35;1;12
10797;77;81;12,5028;12,5031;41,904;41,9043;12,50295;41,90415;12,50286961;41,90422249;6;2;9,34;21,4;15;12/2/2014 12:35;1;12
10931;77;82;12,5028;12,5031;41,9043;41,9046;12,50295;41,90445;12,50301933;41,90432549;6;2;9,31;21;15;12/2/2014 12:35;1;12
10123;73;76;12,5016;12,5019;41,9025;41,9028;12,50175;41,90265;12,50183277;41,9027401;10;1;9,88;12;10;12/2/2014 12:35;1;12
10932;78;82;12,5031;12,5034;41,9043;41,9046;12,50325;41,90445;12,50317583;41,90449181;20;2;9,16;20,6;14;12/2/2014 12:35;1;12
10793;73;81;12,5016;12,5019;41,904;41,9043;12,50175;41,90415;12,50179874;41,90412623;29;2;5;26;12;12/2/2014 12:35;1;12
11297;41;85;12,492;12,4923;41,9052;41,9055;12,49215;41,90535;12,49215888;41,90541715;34;2;2,2;26,67;13;12/2/2014 12:35;1;12
10124;74;76;12,5019;12,5022;41,9025;41,9028;12,50205;41,90265;12,50201858;41,90261038;12;1;3,75;12;9;12/2/2014 12:35;1;12
9248;2;70;12,4803;12,4806;41,9007;41,901;12,48045;41,90085;12,48046531;41,90081191;26;3;0,38;27,25;10;12/2/2014 12:35;1;12
7700;62;58;12,4983;12,4986;41,8971;41,8974;12,49845;41,89725;12,49831963;41,89712906;1;1;3,33;3,33;3;12/2/2014 12:35;1;12
7929;23;60;12,4866;12,4869;41,8977;41,898;12,48675;41,89785;12,48678596;41,89785113;14;2;7,31;28,71;16;12/2/2014 12:35;1;12
16670;54;125;12,4959;12,4962;41,9172;41,9175;12,49605;41,91735;12,49619993;41,91722616;1;1;7,5;7,5;8;12/2/2014 12:35;1;12
7377;7;56;12,4818;12,4821;41,8965;41,8968;12,48195;41,89665;12,48199622;41,89659691;9;3;8,66;30,8;14;12/2/2014 12:35;1;12
9990;74;75;12,5019;12,5022;41,9022;41,9025;12,50205;41,90235;12,5021801;41,90248871;2;1;2,38;9,79;6;12/2/2014 12:35;1;12
16536;54;124;12,4959;12,4962;41,9169;41,9172;12,49605;41,91705;12,49617004;41,91719055;1;1;8;8;8;12/2/2014 12:35;1;12
8364;56;63;12,4965;12,4968;41,8986;41,8989;12,49665;41,89875;12,49662511;41,89868484;10;1;5,7;19,84;16;12/2/2014 12:35;1;12
10659;73;80;12,5016;12,5019;41,9037;41,904;12,50175;41,90385;12,50170996;41,90396405;7;2;8,59;25,6;12;12/2/2014 12:35;1;12
10657;71;80;12,501;12,5013;41,9037;41,904;12,50115;41,90385;12,50127952;41,90371452;2;2;8,58;11,06;10;12/2/2014 12:35;1;12
10658;72;80;12,5013;12,5016;41,9037;41,904;12,50145;41,90385;12,50145947;41,9038238;16;2;8,58;11,17;10;12/2/2014 12:35;1;12
5094;2;39;12,4803;12,4806;41,8914;41,8917;12,48045;41,89155;12,4803834;41,89148378;4;1;5,89;6,03;6;12/2/2014 12:35;1;12
9651;3;73;12,4806;12,4809;41,9016;41,9019;12,48075;41,90175;12,48073436;41,90172151;10;1;0,12;3;1;12/2/2014 12:35;1;12
8363;55;63;12,4962;12,4965;41,8986;41,8989;12,49635;41,89875;12,49641967;41,89877994;8;1;7,6;19,57;14;12/2/2014 12:35;1;12
11166;44;84;12,4929;12,4932;41,9049;41,9052;12,49305;41,90505;12,49304971;41,90511127;20;2;2,86;18,46;10;12/2/2014 12:35;1;12
9516;2;72;12,4803;12,4806;41,9013;41,9016;12,48045;41,90145;12,48044217;41,9014649;25;3;0,08;21;6;12/2/2014 12:35;1;12
10523;71;79;12,501;12,5013;41,9034;41,9037;12,50115;41,90355;12,50113979;41,90362568;14;2;8,56;11,04;10;12/2/2014 12:35;1;12
7837;65;59;12,4992;12,4995;41,8974;41,8977;12,49935;41,89755;12,49942338;41,89756458;21;2;0,32;29,2;15;12/2/2014 12:35;1;12
10082;32;76;12,4893;12,4896;41,9025;41,9028;12,48945;41,90265;12,48940746;41,90269913;20;4;0,08;27,67;11;12/2/2014 12:35;1;12
12641;45;95;12,4932;12,4935;41,9082;41,9085;12,49335;41,90835;12,49332174;41,90832392;20;3;11;25,04;16;12/2/2014 12:35;1;12
