id;grupo_long;grupo_lat;lon_minima;lon_maxima;lat_minima;lat_maxima;ccentro_lon;ccentro_lat;pcentro_lon;pcentro_lat;cant_puntos;cant_vehiculos;vel_min;vel_max;vel_prom;tiempo;grupo;ciclo
164;26;7;-122,3991;-122,3988;37,7906;37,7909;-122,39895;37,79075;-122,3989011;37,79082088;33;5;9,52;23;15;2/6/2008 13:04;1;12
130;15;6;-122,4024;-122,4021;37,7903;37,7906;-122,40225;37,79045;-122,4023021;37,79045709;30;5;5,33;29,98;16;2/6/2008 13:04;1;12
270;17;12;-122,4018;-122,4015;37,7921;37,7924;-122,40165;37,79225;-122,4017978;37,79211002;1;1;12,74;12,74;13;2/6/2008 13:04;1;12
209;25;9;-122,3994;-122,3991;37,7912;37,7915;-122,39925;37,79135;-122,3993568;37,79120827;6;6;10,17;22,79;16;2/6/2008 13:04;1;12
354;9;16;-122,4042;-122,4039;37,7933;37,7936;-122,40405;37,79345;-122,4040027;37,79342428;29;3;9;23,38;17;2/6/2008 13:04;1;12
75;29;3;-122,3982;-122,3979;37,7894;37,7897;-122,39805;37,78955;-122,3979969;37,78949822;35;5;8,37;36,88;18;2/6/2008 13:04;1;12
447;10;20;-122,4039;-122,4036;37,7945;37,7948;-122,40375;37,79465;-122,4037551;37,7945856;13;2;11;32,1;21;2/6/2008 13:04;1;12
149;34;6;-122,3967;-122,3964;37,7903;37,7906;-122,39655;37,79045;-122,3966115;37,79050328;55;10;8;34,56;16;2/6/2008 13:04;1;12
82;13;4;-122,403;-122,4027;37,7897;37,79;-122,40285;37,78985;-122,4028526;37,78996246;20;4;10,18;21,57;14;2/6/2008 13:04;1;12
238;8;11;-122,4045;-122,4042;37,7918;37,7921;-122,40435;37,79195;-122,4042791;37,79195616;42;7;10,13;22,28;15;2/6/2008 13:04;1;12
280;27;12;-122,3988;-122,3985;37,7921;37,7924;-122,39865;37,79225;-122,3985945;37,79224365;27;5;4,5;24,24;14;2/6/2008 13:04;1;12
378;10;17;-122,4039;-122,4036;37,7936;37,7939;-122,40375;37,79375;-122,40376;37,79368858;12;2;20,28;23,28;22;2/6/2008 13:04;1;12
