id;grupo_long;grupo_lat;lon_minima;lon_maxima;lat_minima;lat_maxima;ccentro_lon;ccentro_lat;pcentro_lon;pcentro_lat;cant_puntos;cant_vehiculos;vel_min;vel_max;vel_prom;tiempo;grupo;ciclo
76;30;3;-122,3979;-122,3976;37,7894;37,7897;-122,39775;37,78955;-122,3977915;37,78960853;48;8;7,25;23,61;18;2/6/2008 12:49;1;7
403;35;17;-122,3964;-122,3961;37,7936;37,7939;-122,39625;37,79375;-122,3963463;37,79377673;39;5;1,61;33,03;16;2/6/2008 12:49;1;7
75;29;3;-122,3982;-122,3979;37,7894;37,7897;-122,39805;37,78955;-122,3979696;37,7894676;32;8;7,28;23,63;18;2/6/2008 12:49;1;7
122;30;5;-122,3979;-122,3976;37,79;37,7903;-122,39775;37,79015;-122,3978806;37,79002126;18;9;6,91;52,37;22;2/6/2008 12:49;1;7
352;7;16;-122,4048;-122,4045;37,7933;37,7936;-122,40465;37,79345;-122,4046069;37,79344582;36;4;9,08;20,56;14;2/6/2008 12:49;1;7
142;27;6;-122,3988;-122,3985;37,7903;37,7906;-122,39865;37,79045;-122,3985828;37,79054279;34;9;6,4;47,34;18;2/6/2008 12:49;1;7
99;30;4;-122,3979;-122,3976;37,7897;37,79;-122,39775;37,78985;-122,3977073;37,7898619;70;12;6,93;54,89;21;2/6/2008 12:49;1;7
329;7;15;-122,4048;-122,4045;37,793;37,7933;-122,40465;37,79315;-122,4045273;37,79315382;23;4;9,73;19,88;14;2/6/2008 12:49;1;7
472;35;20;-122,3964;-122,3961;37,7945;37,7948;-122,39625;37,79465;-122,3963458;37,79459;6;2;13,73;21,32;18;2/6/2008 12:49;1;7
186;2;9;-122,4063;-122,406;37,7912;37,7915;-122,40615;37,79135;-122,4061585;37,79144997;24;4;0,02;32,57;18;2/6/2008 12:49;1;7
278;25;12;-122,3994;-122,3991;37,7921;37,7924;-122,39925;37,79225;-122,3992561;37,7923256;20;3;7,03;23,07;17;2/6/2008 12:49;1;7
186;25;8;-122,3994;-122,3991;37,7909;37,7912;-122,39925;37,79105;-122,399218;37,7910978;39;6;9,95;41,61;22;2/6/2008 12:49;1;7
