id;grupo_long;grupo_lat;lon_minima;lon_maxima;lat_minima;lat_maxima;ccentro_lon;ccentro_lat;pcentro_lon;pcentro_lat;cant_puntos;cant_vehiculos;vel_min;vel_max;vel_prom;tiempo;grupo;ciclo
347;25;15;-122,3994;-122,3991;37,793;37,7933;-122,39925;37,79315;-122,399365;37,79329196;12;4;4,67;25,19;12;2/6/2008 13:16;1;16
370;25;16;-122,3994;-122,3991;37,7933;37,7936;-122,39925;37,79345;-122,3992084;37,79331138;30;4;4,54;25,16;12;2/6/2008 13:16;1;16
348;3;16;-122,406;-122,4057;37,7933;37,7936;-122,40585;37,79345;-122,4058591;37,7934227;7;1;12,84;12,89;13;2/6/2008 13:16;1;16
213;6;10;-122,4051;-122,4048;37,7915;37,7918;-122,40495;37,79165;-122,4049463;37,79161106;14;2;6,72;21,39;14;2/6/2008 13:16;1;16
517;11;23;-122,4036;-122,4033;37,7954;37,7957;-122,40345;37,79555;-122,4033974;37,79558359;19;3;1,47;32,23;18;2/6/2008 13:16;1;16
344;22;15;-122,4003;-122,4;37,793;37,7933;-122,40015;37,79315;-122,4001531;37,79319122;35;4;9,38;26,57;17;2/6/2008 13:16;1;16
212;5;10;-122,4054;-122,4051;37,7915;37,7918;-122,40525;37,79165;-122,4052477;37,79156828;12;2;6,49;21,47;14;2/6/2008 13:16;1;16
193;9;9;-122,4042;-122,4039;37,7912;37,7915;-122,40405;37,79135;-122,404167;37,79134087;48;6;4,75;17,19;13;2/6/2008 13:16;1;16
124;9;6;-122,4042;-122,4039;37,7903;37,7906;-122,40405;37,79045;-122,403992;37,79045947;24;4;8,5;16,7;14;2/6/2008 13:16;1;16
23;23;1;-122,4;-122,3997;37,7888;37,7891;-122,39985;37,78895;-122,3998827;37,78888197;11;2;12,09;19,85;15;2/6/2008 13:16;1;16
523;17;23;-122,4018;-122,4015;37,7954;37,7957;-122,40165;37,79555;-122,4016582;37,79555021;15;3;0,13;34,2;18;2/6/2008 13:16;1;16
267;14;12;-122,4027;-122,4024;37,7921;37,7924;-122,40255;37,79225;-122,4026613;37,792243;49;7;7,82;20,85;14;2/6/2008 13:16;1;16
28;28;1;-122,3985;-122,3982;37,7888;37,7891;-122,39835;37,78895;-122,3984731;37,78907267;6;3;13,21;18,48;17;2/6/2008 13:16;1;16
27;27;1;-122,3988;-122,3985;37,7888;37,7891;-122,39865;37,78895;-122,3986644;37,78891996;24;3;13,22;18,65;17;2/6/2008 13:16;1;16
242;12;11;-122,4033;-122,403;37,7918;37,7921;-122,40315;37,79195;-122,4031427;37,79183563;28;4;8,99;20,58;14;2/6/2008 13:16;1;16
367;22;16;-122,4003;-122,4;37,7933;37,7936;-122,40015;37,79345;-122,4000298;37,79347017;33;5;6,87;23;14;2/6/2008 13:16;1;16
241;11;11;-122,4036;-122,4033;37,7918;37,7921;-122,40345;37,79195;-122,4033514;37,79180885;8;4;8,96;20,6;14;2/6/2008 13:16;1;16
218;11;10;-122,4036;-122,4033;37,7915;37,7918;-122,40345;37,79165;-122,4034906;37,791791;16;4;8,88;20,62;14;2/6/2008 13:16;1;16
261;8;12;-122,4045;-122,4042;37,7921;37,7924;-122,40435;37,79225;-122,4043359;37,79225298;40;7;9,65;24,44;15;2/6/2008 13:16;1;16
216;9;10;-122,4042;-122,4039;37,7915;37,7918;-122,40405;37,79165;-122,4040847;37,79167128;32;10;2,75;20,91;13;2/6/2008 13:16;1;16
217;10;10;-122,4039;-122,4036;37,7915;37,7918;-122,40375;37,79165;-122,4037457;37,79175827;28;4;8,75;20,67;14;2/6/2008 13:16;1;16
51;28;2;-122,3985;-122,3982;37,7891;37,7894;-122,39835;37,78925;-122,3983102;37,78921533;29;4;9,9;18,38;15;2/6/2008 13:16;1;16
289;13;13;-122,403;-122,4027;37,7924;37,7927;-122,40285;37,79255;-122,4027474;37,79255806;46;7;6,67;21;14;2/6/2008 13:16;1;16
