id;grupo_long;grupo_lat;lon_minima;lon_maxima;lat_minima;lat_maxima;ccentro_lon;ccentro_lat;pcentro_lon;pcentro_lat;cant_puntos;cant_vehiculos;vel_min;vel_max;vel_prom;tiempo;grupo;ciclo
313;14;14;-122,4027;-122,4024;37,7927;37,793;-122,40255;37,79285;-122,4025577;37,79288647;35;5;5,3;22,22;15;2/6/2008 12:52;1;8
120;5;6;-122,4054;-122,4051;37,7903;37,7906;-122,40525;37,79045;-122,4053696;37,79059721;3;3;6,64;19,2;12;2/6/2008 12:52;1;8
52;29;2;-122,3982;-122,3979;37,7891;37,7894;-122,39805;37,78925;-122,3981207;37,78934813;28;7;2,22;27,57;12;2/6/2008 12:52;1;8
447;10;20;-122,4039;-122,4036;37,7945;37,7948;-122,40375;37,79465;-122,4037514;37,79458586;21;3;12,64;23,29;18;2/6/2008 12:52;1;8
147;9;7;-122,4042;-122,4039;37,7906;37,7909;-122,40405;37,79075;-122,4040303;37,79074309;97;14;2,17;34,41;13;2/6/2008 12:52;1;8
179;18;8;-122,4015;-122,4012;37,7909;37,7912;-122,40135;37,79105;-122,4013371;37,79110698;58;9;2,07;20,28;13;2/6/2008 12:52;1;8
171;33;7;-122,397;-122,3967;37,7906;37,7909;-122,39685;37,79075;-122,3969284;37,79065895;12;3;7,12;18,81;13;2/6/2008 12:52;1;8
144;6;7;-122,4051;-122,4048;37,7906;37,7909;-122,40495;37,79075;-122,4049604;37,79064995;22;3;6;19,13;12;2/6/2008 12:52;1;8
360;15;16;-122,4024;-122,4021;37,7933;37,7936;-122,40225;37,79345;-122,4021606;37,79330608;2;1;18,85;18,88;19;2/6/2008 12:52;1;8
186;25;8;-122,3994;-122,3991;37,7909;37,7912;-122,39925;37,79105;-122,3992141;37,7910924;30;5;2,84;25,95;12;2/6/2008 12:52;1;8
82;13;4;-122,403;-122,4027;37,7897;37,79;-122,40285;37,78985;-122,402862;37,78996172;30;5;7,31;35,44;16;2/6/2008 12:52;1;8
80;11;4;-122,4036;-122,4033;37,7897;37,79;-122,40345;37,78985;-122,4034481;37,78988469;34;5;7,04;35;16;2/6/2008 12:52;1;8
178;17;8;-122,4018;-122,4015;37,7909;37,7912;-122,40165;37,79105;-122,401648;37,79107228;71;10;2,1;20,1;13;2/6/2008 12:52;1;8
75;29;3;-122,3982;-122,3979;37,7894;37,7897;-122,39805;37,78955;-122,397974;37,78946739;30;7;2,26;27,53;12;2/6/2008 12:52;1;8
56;33;2;-122,397;-122,3967;37,7891;37,7894;-122,39685;37,78925;-122,396862;37,78920994;40;5;9,89;37,91;20;2/6/2008 12:52;1;8
81;12;4;-122,4033;-122,403;37,7897;37,79;-122,40315;37,78985;-122,4031476;37,7899244;30;5;7,17;35,16;16;2/6/2008 12:52;1;8
342;20;15;-122,4009;-122,4006;37,793;37,7933;-122,40075;37,79315;-122,4007539;37,79311598;30;5;8,48;19,72;14;2/6/2008 12:52;1;8
250;20;11;-122,4009;-122,4006;37,7918;37,7921;-122,40075;37,79195;-122,4008972;37,79181824;5;5;3,55;17,32;12;2/6/2008 12:52;1;8
361;16;16;-122,4021;-122,4018;37,7933;37,7936;-122,40195;37,79345;-122,4019947;37,79340518;10;1;18,5;19;19;2/6/2008 12:52;1;8
341;19;15;-122,4012;-122,4009;37,793;37,7933;-122,40105;37,79315;-122,4010784;37,79309225;50;8;8,41;23,85;15;2/6/2008 12:52;1;8
314;15;14;-122,4024;-122,4021;37,7927;37,793;-122,40225;37,79285;-122,4022406;37,79292552;35;5;4,66;22,42;15;2/6/2008 12:52;1;8
343;21;15;-122,4006;-122,4003;37,793;37,7933;-122,40045;37,79315;-122,4004611;37,79315258;35;5;8,48;19,57;14;2/6/2008 12:52;1;8
176;15;8;-122,4024;-122,4021;37,7909;37,7912;-122,40225;37,79105;-122,402249;37,7909955;71;14;2,11;34,99;13;2/6/2008 12:52;1;8
76;30;3;-122,3979;-122,3976;37,7894;37,7897;-122,39775;37,78955;-122,3977968;37,78960533;44;7;2,31;27,5;13;2/6/2008 12:52;1;8
